id,category_id,name,price,unit
270,4,Огнебиозащита 2-я группа (бесцвет) Адмирал 20л,1048.0,шт
271,4,Огнебиозащита 2-я группа (бесцветная) Адмирал 5л,341.0,шт
272,4,Огнебиозащита 2-я группа(кр.дерево) Адмирал 20л,1240.0,шт
273,4,Огнебиозащита 2-я группа(кр.дерево) Адмирал 5л,351.0,шт
274,4,Огнебиозащита 2 группа (бесцветная) Адмирал 10л,601.0,шт
275,4,Огнебиозащита 2 группа (красное дерево) Адмирал 10л,625.0,шт
276,4,Огнебиозащита 2 группа (красное дерево) Мастер-Класс 20л,1240.0,шт
277,4,Огнебиозащита для древесины(красное дерево) Мастер-Класс,351.0,шт
278,4,Ондулин ендова 220*220*1000мм коричневый,432.0,шт
279,4,Ондулин Коньковый элемент зеленый( L-1000 ),680.0,шт
280,4,Ондулин Коньковый элемент коричневый ( L-1000 ),520.0,шт
281,4,Ондулин Коньковый элемент красный ( L-1000 ),520.0,шт
282,4,Ондулин Смарт 1950 х960 (зеленый),1259.0,шт
283,4,Ондулин Смарт 1950*960мм. (красный),950.0,шт
284,4,Ондулин Смарт 1950х960мм. (коричневый),950.0,шт
285,4,"Пароспан Professional C-гидро-пароизоляция,ш1,6м (70 кв.м)",2714.0,шт
286,4,Перфопрофиль угловой ПУ 20*20 (3м) 0.4,79.0,шт
287,4,Перфопрофиль угловой для штукатурки ( белый) 25*25 (3м),57.0,шт
288,4,Пленка п/этил 100мкм рул/25м,42.0,метр
289,4,Пленка п/этил 150мкм рул/25м,61.0,м
290,4,Пленка п/этил 200мкр рул/25м,75.0,метр
291,4,"Пленка ветро-влагозащитная ISOBOX ""A"" LITE (1,6*37,5м) 80кв.",2028.0,рул.
292,4,"Пленка гидро-ветрозащитная для скатной кровли и фасадов ""В",2442.0,рул.
293,4,"Пленка параизоляционная ISOBOX ""B"" LITE(1.6*37.5м) 60кв.м.",1430.0,рул.
294,4,"Пленка пароизоляционная для скатной кровли и стен(1,6*50м)",1565.0,рул.
295,4,"Пленка пароизоляционная С(ТН) ""В"" (1.6*31.25м)50кв.м.",1380.0,шт
296,4,"Пленка пароизоляционная универсальная ISOBOX ""D"" LITE(1.6*",1627.0,шт
297,4,Подвес прямой (294*30м) 0.6 1/150,10.0,шт
298,4,"Подвес прямой 60*27 мм,1/600",12.0,шт
299,4,Подкладочный ковер ANDEREP GI 15м2 рулон,2250.0,рул.
300,4,Подкладочный ковер Docke PIE Cjmfort 40х1,9559.0,рул.
301,4,Поликарбонат АгроТИТАН 6000*2100*4мм бесцветный СПЕЦ Д,3701.0,шт
302,4,Поликарбонат 6000*2100*10мм бронза,10431.0,шт
303,4,Поликарбонат 6000*2100*10мм желтый,9000.0,шт
304,4,Поликарбонат 6000*2100*10мм желтый,9435.0,шт
305,4,Поликарбонат 6000*2100*10мм прозрачный,6739.0,шт
306,4,"Поликарбонат 6000*2100*4мм ""Woggel""бесцвет.",3932.0,шт
307,4,Поликарбонат 6000*2100*4мм АроТИТАН БЕСЦВЕТ.,3702.0,шт
308,4,Поликарбонат 6000*2100*4мм бесцветный СПЕЦ ДЛЯ ТЕПЛИЦ,2600.0,шт
309,4,Поликарбонат 6000*2100*4мм желтый,3840.0,шт
310,4,Поликарбонат 6000*2100*4мм зеленый,3840.0,шт
311,4,Поликарбонат 6000*2100*4мм синий,3438.0,шт
312,4,Поликарбонат 6000*2100*6 мм бронза (SKYGLASS),5940.0,шт
313,4,Поликарбонат 6000*2100*6мм бесцвет. (SKYGLASS),4763.0,шт
314,4,Поликарбонат 6000*2100*6мм бесцвет. (Woggel),6469.0,шт
315,4,Поликарбонат 6000*2100*6мм бронза (SKYGLASS),5010.0,шт
316,4,Поликарбонат 6000*2100*6мм бронза Woggel,5963.0,шт
317,4,Поликарбонат 6000*2100*6мм бронза Woggel,5963.0,шт
318,4,Поликарбонат 6000*2100*6мм желтый (SKYGLASS),5010.0,шт
319,4,Поликарбонат 6000*2100*6мм зеленый,10900.0,шт
320,4,Поликарбонат 6000*2100*6мм зеленый (SKYGLASS),5010.0,шт
321,4,Поликарбонат 6000*2100*6мм зеленый (WOGGEL),5187.0,шт
322,4,Поликарбонат 6000*2100*6мм красный,6320.0,шт
323,4,Поликарбонат 6000*2100*6мм синий (SKYGLASS),3438.0,шт
324,4,Поликарбонат 6000*2100*6мм(Woggel) желтый,7467.0,шт
325,4,Поликарбонат 6000*2100*6мм(Woggel) красный,5187.0,шт
326,4,Поликарбонат 6000*2100*6мм(коричневый,6432.0,шт
327,4,Поликарбонат 6000*2100*8мм (Woggel) бронза,8535.0,шт
328,4,Поликарбонат 6000*2100*8мм бесцвет.,7869.0,шт
329,4,Поликарбонат 6000*2100*8мм бронза,5750.0,шт
330,4,Поликарбонат 6000*2100*8мм желтый,8107.0,шт
331,4,Поликарбонат 6000*2100*8мм зеленый,8200.0,шт
332,4,Поликарбонат 6000*2100*8мм синий,5750.0,шт
333,4,Поликарбонат 6000*2100*8мм янтарь,13000.0,шт
334,4,Поликарбонат 6000*2100*8мм(Woggel) бесцвет.,7538.0,шт
335,4,Поликарбонат монолитный 3050*2050*4мм прозрачныйй,11786.0,шт
336,4,Праймер битумный 5л. АДМИРАЛ (синяя этик),659.0,шт
337,4,Праймер битумный полимер 30л АДМИРАЛ,4492.0,шт
338,4,Праймер битумный полимер 3л.,403.0,шт
339,4,Праймер битумный полимер 5л. АДМИРАЛ,798.0,шт
340,4,Праймер битумный полимер10л АДМИРАЛ,1585.0,шт
341,4,"Праймер битумный Эконом АДМИРАЛ (21,5л/16кг)",2155.0,шт
342,4,"Праймер П-18 ""SEA HORSE""",2623.0,шт
343,4,Праймер-грунт АДМИРАЛ (ALK-PRIMER) 5л розовый,989.0,шт
344,4,Праймер-грунт АДМИРАЛ 20л PREMIUM,2444.0,шт
345,4,Праймер-грунт АДМИРАЛ 5л PREMIUM,713.0,шт
346,4,Праймер-грунт АДМИРАЛ 5л универсальный,497.0,шт
347,4,Праймер-грунт АДМИРАЛ p-primer CONCETRATE 5л,1888.0,шт
348,4,"Праймер-грунтовка АДМИРАЛ 10л,универсальная",784.0,шт
349,4,"Праймер-грунтовка АДМИРАЛ 20л,универсальная",1410.0,шт
350,4,"Праймер-П 4л грунтовка ""SEA HORSE 1/162",893.0,шт
351,4,"Праймер-П 4л грунтовка ""Террако"" Хабаровск",1214.0,шт
352,4,Противоморозная добавка Адмирал10л,445.0,шт
353,4,Профиль для поликарбоната 4мм торцевой (прозрачный) 2100,95.0,шт
354,4,Профиль для поликарбоната 6мм торцевой (прозрачный) 2100,98.0,шт
355,4,Профиль для поликарбоната 8мм торцевой(прозрачный),110.0,шт
356,4,Профиль для поликарбоната соед. 4-6мм (прозрачный) 6м,535.0,шт
357,4,Профиль для поликарбоната соед. 8мм,524.0,шт
358,4,Профиль для поликарбоната соед.10мм (прозрачный),929.0,шт
359,4,"Профиль маячковый 6мм 0,40мм*3м1/100",40.0,шт
360,4,Профиль маячковый ПМ-10 3м ЭКОНОМ,59.0,шт
361,4,Профиль Н-образный 8мм коричневый,1313.0,шт
362,4,Профиль напр. стеновой ПН 100*40 3м 1/8,303.0,шт
